,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
3928,neu,250,29.0,221.0,0.116,26.0,224.0,0.104,0.8966,1.0,249.0,0.004,0.0385,26.0,224.0,0.104,1.0
3929,shipment,8,8.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,1.0
3930,robert,36,32.0,4.0,0.8889,13.0,23.0,0.3611,0.4062,0.0,36.0,0.0,0.0,13.0,23.0,0.3611,1.0
3931,glen,36,32.0,4.0,0.8889,13.0,23.0,0.3611,0.4062,0.0,36.0,0.0,0.0,13.0,23.0,0.3611,1.0
3932,x0425,42,0.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0
3933,non-ideal,4,4.0,0.0,1.0,3.0,1.0,0.75,0.75,0.0,4.0,0.0,0.0,3.0,1.0,0.75,1.0
3934,quinolone-conhr,3,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0
3935,triplet,3,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0
3936,peri,577,103.0,474.0,0.1785,63.0,514.0,0.1092,0.6117,13.0,564.0,0.0225,0.2063,42.0,535.0,0.0728,0.6667
3937,affects,3,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0
3938,demos,15,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
3939,synthetisable,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3940,mic-unk-e8a42ca9-1,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3941,mpro-x759,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3942,21st,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
3943,alex,72,0.0,72.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0
3944,clark,72,0.0,72.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0
3945,acetylene,29,1.0,28.0,0.0345,1.0,28.0,0.0345,1.0,0.0,29.0,0.0,0.0,1.0,28.0,0.0345,1.0
3946,23rd,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
3947,mak-unk-752736de,18,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
3948,pcm-0102655,17,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0
3949,pcm-0102584,17,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0
3950,for-scientists,27,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0
3951,main-protease-structure-and-xchem,27,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0
3952,html,87,27.0,60.0,0.3103,25.0,62.0,0.2874,0.9259,3.0,84.0,0.0345,0.12,25.0,62.0,0.2874,1.0
3953,jag,239,76.0,163.0,0.318,32.0,207.0,0.1339,0.4211,0.0,239.0,0.0,0.0,32.0,207.0,0.1339,1.0
3954,doodles,19,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
3955,x1012,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3956,pyridine_urea,33,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0
3957,smi,93,11.0,82.0,0.1183,6.0,87.0,0.0645,0.5455,1.0,92.0,0.0108,0.1667,6.0,87.0,0.0645,1.0
3958,uploads,13,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
3959,short-url,13,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
3960,hxvdtappgoslokwlhafapnmsdmv,13,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
3961,25th,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
3962,x0177,11,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
3963,ai-aided,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3964,saras-cov-2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3965,usrcat,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
3966,oligopeptide,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
3967,fails,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
3968,rejected,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
3969,severely,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
3970,sascores,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
3971,adventurous,12,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
3972,older,661,87.0,574.0,0.1316,83.0,578.0,0.1256,0.954,10.0,651.0,0.0151,0.1205,83.0,578.0,0.1256,1.0
3973,x1132,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
3974,x1226,11,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
3975,x2469,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
3976,shipped,25,6.0,19.0,0.24,5.0,20.0,0.2,0.8333,0.0,25.0,0.0,0.0,5.0,20.0,0.2,1.0
3977,sai,8,8.0,0.0,1.0,6.0,2.0,0.75,0.75,2.0,6.0,0.25,0.3333,6.0,2.0,0.75,1.0
3978,teacher,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3979,mak-unk-be5ffcbc,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3980,lle,2510,88.0,2422.0,0.0351,58.0,2452.0,0.0231,0.6591,10.0,2500.0,0.004,0.1724,57.0,2453.0,0.0227,0.9828
3981,engaging,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
3982,x2193,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
3983,engaged,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
3984,x0390,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
3985,4-methylpyridine,34,0.0,34.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0
3986,x2643,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3987,disregard,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3988,mic-unk-2744a8e2-1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3989,anilide,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3990,benzylamide,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3991,x3077,172,0.0,172.0,0.0,0.0,172.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,172.0,0.0,0.0
3992,classmate,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3993,ahn-sat-202241f6-1,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3994,cc1ccncc1nc,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3995,c1ccccc1,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3996,mpro-x1093,32,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0
3997,5rf7,1704,0.0,1704.0,0.0,0.0,1704.0,0.0,0.0,0.0,1704.0,0.0,0.0,0.0,1704.0,0.0,0.0
3998,serving,17,1.0,16.0,0.0588,1.0,16.0,0.0588,1.0,0.0,17.0,0.0,0.0,1.0,16.0,0.0588,1.0
3999,placeholders,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
4000,belonging,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4001,stem,128,15.0,113.0,0.1172,13.0,115.0,0.1016,0.8667,2.0,126.0,0.0156,0.1538,13.0,115.0,0.1016,1.0
4002,csc,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4003,cell-based,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4004,assays,3,1.0,2.0,0.3333,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
4005,repertoire,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4006,firmly,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4007,initiate,19,18.0,1.0,0.9474,18.0,1.0,0.9474,1.0,0.0,19.0,0.0,0.0,18.0,1.0,0.9474,1.0
4008,fruitful,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4009,experimentation,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4010,serine,23,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
4011,may29,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4012,mpro-x2562_bar-com-4e090d3a-39,26,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0
4013,twitter,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4014,cutearguments,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4015,status,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4016,elaboration,36,1.0,35.0,0.0278,1.0,35.0,0.0278,1.0,0.0,36.0,0.0,0.0,1.0,35.0,0.0278,1.0
4017,sim-syn-f15aaa3a-1,31,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0
4018,dan-lon-a5fc619e-8,54,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0
4019,aar-pos-d2a4d1df-35,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
4020,dar-dia-fb20be43-6,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
4021,aar-pos-d2a4d1df-40,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
4022,bar-com-4e090d3a-6,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
4023,pure,37,11.0,26.0,0.2973,9.0,28.0,0.2432,0.8182,0.0,37.0,0.0,0.0,9.0,28.0,0.2432,1.0
4024,x1311,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
4025,holder,513,3.0,510.0,0.0058,3.0,510.0,0.0058,1.0,3.0,510.0,0.0058,1.0,3.0,510.0,0.0058,1.0
4026,x2703,54,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0
4027,x2705,54,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0
4028,june,30,3.0,27.0,0.1,3.0,27.0,0.1,1.0,0.0,30.0,0.0,0.0,3.0,27.0,0.1,1.0
4029,1st,17,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0
4030,gen,4087,137.0,3950.0,0.0335,107.0,3980.0,0.0262,0.781,60.0,4027.0,0.0147,0.5607,106.0,3981.0,0.0259,0.9907
4031,winning,14,14.0,0.0,1.0,14.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,1.0,1.0
4032,transformed,142,0.0,142.0,0.0,0.0,142.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,142.0,0.0,0.0
4033,mak-unk-af83ef51-2,44,0.0,44.0,0.0,0.0,44.0,0.0,0.0,1.0,43.0,0.0227,0.0,0.0,44.0,0.0,0.0
4034,peptidic,12,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
4035,-30,40,12.0,28.0,0.3,7.0,33.0,0.175,0.5833,1.0,39.0,0.025,0.1429,7.0,33.0,0.175,1.0
4036,14k,20,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
4037,magic,50,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
4038,compound-sets-to-score-for-how-well-they-can-recapitulate-fragment-mergers,90,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0
4039,systematically,20,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
4040,fingerprinting,20,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
4041,13k,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
4042,c1cncnc1,1100,0.0,1100.0,0.0,0.0,1100.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,1100.0,0.0,0.0
4043,simplicity,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
4044,one-step,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
4045,try-uni-714a760b-20,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4046,1mm,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4047,fragmenstein-merging,20,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
4048,x2910,10,2.0,8.0,0.2,2.0,8.0,0.2,1.0,0.0,10.0,0.0,0.0,2.0,8.0,0.2,1.0
4049,abysmal,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4050,fsp3,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4051,aims,6,1.0,5.0,0.1667,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
4052,azaheterocycle,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4053,aminopyridine,217,22.0,195.0,0.1014,18.0,199.0,0.0829,0.8182,0.0,217.0,0.0,0.0,18.0,199.0,0.0829,1.0
4054,sulfides,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
4055,z829964940,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4056,z2067091472,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4057,fragment-based,9,8.0,1.0,0.8889,8.0,1.0,0.8889,1.0,0.0,9.0,0.0,0.0,8.0,1.0,0.8889,1.0
4058,recognition,10,9.0,1.0,0.9,8.0,2.0,0.8,0.8889,0.0,10.0,0.0,0.0,8.0,2.0,0.8,1.0
4059,assist,16,10.0,6.0,0.625,8.0,8.0,0.5,0.8,0.0,16.0,0.0,0.0,8.0,8.0,0.5,1.0
4060,refining,9,8.0,1.0,0.8889,8.0,1.0,0.8889,1.0,0.0,9.0,0.0,0.0,8.0,1.0,0.8889,1.0
4061,31st,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
4062,26k,20,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
4063,n1ccccc1,100,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
4064,alp-pos-c59291d4-4,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
4065,enamine-available,11,11.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,11.0,0.0,1.0,1.0
4066,10um,11,11.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,11.0,0.0,1.0,1.0
4067,hts,400,39.0,361.0,0.0975,39.0,361.0,0.0975,1.0,0.0,400.0,0.0,0.0,39.0,361.0,0.0975,1.0
4068,n1cnccc1,49,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0
4069,cn2ccocc2,49,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0
4070,alp-pos-c0ee8219,4,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4071,n-acetyl-fluorotryptamine,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4072,limonene,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4073,substitute,100,2.0,98.0,0.02,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
4074,detergent,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4075,s-s,77,11.0,66.0,0.1429,8.0,69.0,0.1039,0.7273,0.0,77.0,0.0,0.0,8.0,69.0,0.1039,1.0
4076,omeprazole,40,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
4077,pump,40,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
4078,contraindications,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4079,pmc,7,2.0,5.0,0.2857,2.0,5.0,0.2857,1.0,1.0,6.0,0.1429,0.5,2.0,5.0,0.2857,1.0
4080,pmc7114104,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4081,conclusion,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4082,extracted,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4083,annua,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4084,radiata,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4085,lingua,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4086,aggregata,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4087,vero,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4088,cpe,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4089,mts,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4090,lycorine,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4091,alkaloid,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4092,herbal,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4093,usage,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4094,herbs,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4095,infectious,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4096,diseases,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4097,development,125,3.0,122.0,0.024,0.0,125.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,125.0,0.0,0.0
4098,medicine,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4099,x0752,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
4100,man-uba-9f922de6,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
4101,pdbs,9,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
4102,5reh,9,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
4103,5rgv,9,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
4104,5rez,9,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
4105,5re4,9,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
4106,5rgy,9,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
4107,reversibly,4,1.0,3.0,0.25,1.0,3.0,0.25,1.0,0.0,4.0,0.0,0.0,1.0,3.0,0.25,1.0
4108,fragment-derived,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0
4109,x_2646,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0
4110,cathepsins,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0
4111,cruzain,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0
4112,α-ketoamides,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0
4113,manipulation,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0
4114,figshare,3,1.0,2.0,0.3333,1.0,2.0,0.3333,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.3333,1.0
4115,n-methylpiperazine,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4116,famotidine,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4117,antagonist,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4118,stomach,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4119,ulcers,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4120,acta,156,39.0,117.0,0.25,21.0,135.0,0.1346,0.5385,3.0,153.0,0.0192,0.1429,21.0,135.0,0.1346,1.0
